,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcHRKM;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1260.5827756773851,-1142.4236446077111
bcFUSD;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,768.7657153072183,-769.3323643207733
bcAWJI;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,442.7695951435087,-806.9856935442174
bcHPYY;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,899.2832977713472,-900.12659989498
bcDQGU;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,863.1555693650259,-772.6990033635425
bcBBRY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1099.2396871255305,-1054.980887706441
bcETCO;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1149.5334046574346,-1095.2378192594028
bcGFDI;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,539.8588350479864,-525.670163711091
bcEMZU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1005.521439189318,-950.9130454324628
bcHKJJ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1079.0150813120972,-1002.2119182412604
bcFJFW;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1008.7307098711232,-971.0757803065346
bcEUFI;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1331.2029668719815,-1057.1037224727918
bcCBWW;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,433.7768752328103,-845.2956258849762
bcFPZG;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1252.3632657930498,-1149.087575738267
bcGKMJ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,447.37900761334646,-761.2625877171154
bcECDY;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,451.1214069804086,-814.5824802695716
bcGMRD;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,933.6981506479086,-903.6043873487504
bcASRY;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1044.3024523678273,-987.6910288392528
bcHHXP;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,427.78871344981553,-872.0083787737327
bcDZNO;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,801.6388967975108,-777.0394874545058
bcBBTJ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,446.053298100282,-818.6170477864463
bcDYZB;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,436.24010337746216,-809.4908049115901
bcIFXE;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1177.0639744174598,-1068.8130350484616
bcGDSJ;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,695.3472942188588,-985.3501368555808
bcHRKM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1142.0587122926684,-1042.0960018132375
bcIFNQ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1135.660201690659,-1048.294591910715
bcIDWG;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1256.6989680105787,-1116.9886705108502
bcGVWE;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,855.2956447375936,-772.8599893651062
bcDMXM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1276.1368738711328,-1119.6243662813465
bcIHGD;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1199.395076493868,-1094.5883200660571
bcBBRY;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,925.346017588324,-824.1692180060575
bcEPNT;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,827.8960686986653,-932.4750063280192
bcDTBP;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,430.0040791088667,-886.179311315616
bcHCQC;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1204.8750599906346,-1121.8981105456855
bcHMEO;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,800.4923532878543,-705.9441914607463
bcHMQV;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1078.7736920460154,-1007.053416336704
bcCFUB;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1037.1153663335558,-942.570342562726
bcELTQ;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,863.3133019755724,-766.3722288784227
bcFLWW;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,780.6205729938401,-774.7016295812738
bcHJCZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,451.5812005208247,-790.1411990284279
bcHDLM;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,856.2961076113727,-769.9830193664769
bcBOMT;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,435.0818368510374,-858.4197777298732
bcHMGU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1121.582693171324,-1057.708554845049
bcFSXH;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1133.868381151483,-1129.0031318332262
bcHITM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,998.2814759771802,-951.9304882775824
bcEMWR;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1248.6377535291729,-1102.410593021996
bcHRHZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,449.8038963193478,-789.7254864266478
bcDFLA;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,755.3866310056177,-950.4053110833366
bcIDKG;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1294.321208394568,-1092.0265233138518
bcCZQT;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,929.9197544621552,-883.5240238741693
bcFFDH;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,447.8430617655843,-891.1524087640248
bcGBAR;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,463.3052353598612,-792.6263363799505
bcHFAL;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1075.2097901220611,-989.7261236384036
bcAIIQ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1090.3653728258153,-1009.9667261762314
bcHPHF;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1080.726549846348,-997.306865053992
bcBENX;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1136.6534276503714,-1153.4606356640743
bcBFTE;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,995.6448434613702,-949.8310186497404
bcBTLF;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,449.4358329798856,-806.9169864810592
bcCQFN;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,784.6245543228657,-944.5130737906272
bcHRAU;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,429.6467087942869,-863.5104912535263
bcFJRS;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1106.939154764431,-1033.2181178721526
bcFIFZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,427.4579916424032,-870.239542271716
bcGDFE;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1056.8031295039862,-1016.1601849853408
bcCUZZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,431.89909362586127,-847.3293525313264
bcBONI;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,460.7843221639502,-758.6981684563997
bcEMZV;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,983.101047686543,-944.1567647817444
bcBXYQ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,997.5877163115824,-912.6954081312116
bcIALC;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1258.239581708601,-1132.5346670241274
bcFJMQ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,442.8489269548989,-801.3253947620423
bcFVNA;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1222.1502486096874,-1201.8870927133337
bcHJMV;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1056.3830048887708,-947.599609440207
bcGJAA;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,443.3081617571893,-816.4441226070053
bcHCZD;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,429.0342744067006,-876.8678867447591
bcAWPY;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1239.8444324195054,-1084.688307558287
bcAXWY;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1063.6581220269295,-1011.603413048902
bcCGFF;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1189.4416597396366,-1118.222227941316
bcGXFT;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1214.325562935701,-1054.2448489358812
bcCDUJ;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,683.8141396319414,-714.7057826245659
bcHVQR;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1160.863825466043,-1076.6719244847334
bcFKTI;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1231.320189136421,-1108.7973641190856
bcGQIY;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1040.939466865809,-993.0366787918224
bcFSRD;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,454.854232477326,-790.9403804336024
bcIHTF;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,656.1710363268547,-676.0948051703165
bcHAEO;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,583.7962960023144,-529.5624953750969
bcBZZB;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1082.737591609485,-1016.0881881927716
bcDRQX;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,441.3839881162572,-869.4857312333426
bcFEFR;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,976.6945426601596,-948.376010229059
bcCRBY;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1231.764898407761,-1150.3079347731066
bcHAIL;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1074.7451415970013,-1001.0101022683224
bcFOYL;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1216.2438648671446,-1105.9353255066096
bcHWOE;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1038.2557649250502,-994.4409782023604
bcIAHR;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1048.641316984911,-995.1735034541364
bcHTOT;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,850.7544506869373,-764.947461715056
bcHXNH;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,502.5442996654071,-677.6601161829776
bcCUXC;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,921.593863939233,-940.2793860442335
bcGERD;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1172.163495460537,-1134.7977422482386
bcHFXE;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1250.7009738414033,-1056.8682733873145
bcDFNM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1259.3460325057804,-1130.0547157264357
bcFOVE;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,837.9082972362268,-783.4518927411923
bcETCO;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,886.4831956681141,-776.6448826454778
bcHENI;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1124.1656267068372,-1112.896555071998
bcDJZK;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,711.4690617045611,-975.6570993951156
bcHJXC;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,433.7670098893958,-802.8390012886298
bcEGAC;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1114.164206579888,-1017.9414385944488
bcFEOM;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,449.107777885384,-817.0905746952333
bcHPVA;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1019.371943532116,-899.7620995333583
bcASZX;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1042.8016357180334,-1007.8742998029148
bcCQBG;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,662.0132309479329,-686.5111789950521
bcGVEQ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,663.8795897480754,-762.1310376021543
bcBPLV;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1199.3010985876242,-1161.1761325650518
bcFJPM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1293.998300667079,-1035.886354209535
bcHFKU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1298.2731097954218,-1162.1886542124046
bcFWAZ;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,783.1548864143799,-942.6628897678048
bcBMYN;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1190.864992438041,-1120.936802581841
bcIAJA;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,439.42648485324594,-848.8782596691788
bcBMZD;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,857.8269139083566,-760.3134686808867
bcFNTL;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,727.8685986537743,-753.7358364583827
bcDQGU;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,857.1294877493052,-775.1797059949664
bcIIWS;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,567.6354584244651,-535.0522180518893
bcBDIM;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,648.3774854943016,-669.2342530648849
bcGWSR;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,444.2086042684392,-812.2864590747913
bcCZAJ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1058.487720212311,-1001.9554334456204
bcAXRK;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,461.4394447315997,-819.1198956893486
bcHSAZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,417.2184309996886,-748.9392294076979
bcBWXJ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1232.912959065732,-1071.3454525613608
bcGNWX;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1125.4687157844828,-1018.6086929907266
bcFQMZ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1114.091515496255,-1015.1699080094036
bcAZXE;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,899.0001634816608,-800.917355390119
bcHWZL;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1042.285194374189,-950.2415967191804
bcDQNG;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1153.8580981861544,-1137.745012691562
bcGFVC;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1208.1442452632807,-1153.6020262838776
bcCHGZ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1153.1991900048151,-1179.932113607881
bcEXWZ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,439.4383335435971,-818.2881062459045
bcIJBJ;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,441.41125175224886,-819.8115649522526
bcAAIH;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1023.8636326067776,-955.1801662439408
bcDYZH;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1033.809167786288,-986.3448059702228
bcAEWL;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1108.4682687288846,-1037.3072076525073
bcEPPT;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1267.5531148366258,-1014.5390619002972
bcFAGE;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1109.4768952807444,-1090.5843629781673
bcBWJA;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1029.3686448948454,-994.3218618697312
bcAMMM;h1tl_2,h1tl_2,MoMacDC,DC3,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC3,True,571.6832703430422,-609.1987550765186
bcAFZZ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1104.481211094393,-1046.2541697551706
bcBQLU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1296.3398014435545,-1116.9200170713502
bcBJJM;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1192.3161138206333,-1101.4516874611893
bcGKZX;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1031.3516450714997,-967.8744315514954
bcEIMO;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1239.249078128984,-1182.184407421767
bcCBCH;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1215.6646602602025,-1067.7535953985116
bcCIHB;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,853.2091038954175,-811.6294350099971
bcIGPQ;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,998.0596251033168,-940.457025401052
bcEZUM;h1tl_2,h1tl_2,MoMacDC,DC2,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC2,True,883.8055804794667,-875.314613231453
bcEZOJ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1206.8527429270214,-1121.6619210555684
bcCQQH;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1182.8313386761654,-1097.147434274215
bcAUSS;h1tl_2,h1tl_2,MoMacDC,DC1,human,h1,tumor,lung,2,p1t2,tMoMacDC,tDC1,True,760.6830275819096,-534.439449551086
bcHVVV;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,416.3476758745168,-882.776383636214
bcGAIZ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1176.6465255012286,-1043.6666381261325
bcCPTA;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1259.8150564445066,-1123.1294497102883
bcHJDJ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1316.3498867053693,-1174.9759406726014
bcAZZU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,685.0607820042203,-647.0670849228883
bcGWZU;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,987.163493629017,-939.4152363480472
bcAIXF;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1318.654144375722,-1083.1556147854903
bcHKYF;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1239.1680665998688,-1101.4984865567144
bcAPHZ;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1363.962382801509,-1127.7218684026716
bcHSJY;h1tl_2,h1tl_2,pDC,pDC,human,h1,tumor,lung,2,p1t2,tpDC,tpDC,True,437.7967957736187,-808.1665583579121
bcCCAK;h1tl_2,h1tl_2,MoMacDC,MonoDC,human,h1,tumor,lung,2,p1t2,tMoMacDC,tMonoDC,True,1208.1629628997025,-1075.6364566701598
