,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcAGGC;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1085.2157349145368,-999.3933083466984
bcGDSJ;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,733.1891994122618,-964.8594185257192
bcEZQB;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1237.7588942701311,-1108.4305209441848
bcBUMT;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1282.00605164601,-1144.7593333596385
bcEPPT;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1217.545804561579,-1037.1451204881084
bcCBCH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1190.461446376686,-1074.1859126253728
bcDRQX;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,445.48605645073417,-836.8888203000336
bcFPXB;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,429.2322855449698,-861.501350310287
bcHVVV;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,433.98932278373366,-863.6651086695471
bcGJVN;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,436.9180325849785,-873.6811304164431
bcEZOJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1156.379520109911,-1154.2524780827514
bcFSSY;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,659.0430759207711,-679.6334199878262
bcDJZK;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,700.8473044839229,-978.9370179026728
bcEGAC;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1068.9116069911051,-1000.556163006422
bcAHFR;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,400.58491724902353,-746.3208493992956
bcAAZV;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1185.2693084344244,-1065.580113908872
bcEZUM;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,844.7034045058225,-796.6350424546187
bcHDEH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1222.292252915329,-1016.3697295293614
bcCQQH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1223.0036762701288,-1120.7980320595218
bcGXGR;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,776.6655820341545,-788.832450972423
bcGQIY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1106.2636851259865,-1023.7923973859848
bcCGFF;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1189.807723579573,-1187.934846601113
bcHKEE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1172.2163622928092,-1086.5429792955192
bcCQBG;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,666.5467267793978,-692.3299453088388
bcCCAK;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1219.7106135953277,-1052.4707554566994
bcHWWH;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,435.7903811945333,-837.0397527627623
bcBWXJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1238.9218182545887,-1097.52136508864
bcGVBC;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,468.9671321260894,-784.1774546868253
bcDYZH;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,976.5658276978904,-931.9396194737042
bcCEYH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1208.8156261998786,-1148.2852693375023
bcELTQ;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,855.4972736991158,-756.8191700564314
bcEJXU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1055.4172451658712,-984.4823152267836
bcCVQU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1350.2726261286732,-1064.1563598588402
bcHPHF;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1064.4026376915624,-998.4757918816048
bcHSAZ;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,418.8398041748712,-738.6563105355884
bcCZQT;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,933.0497631551286,-926.3104370617756
bcIJHU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1278.0099745719056,-1123.595498966313
bcERHN;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,451.34442962986384,-808.95387644587
bcIALK;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,429.88876434664667,-852.6179004565403
bcECDY;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,469.1631227651432,-737.1474829120473
bcCQFN;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,973.20235790934,-950.5682340016156
bcFFDH;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,466.254824801821,-872.3567144229565
bcBKAJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1163.5934414460942,-1164.549997441786
bcHFYT;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,452.1453741024286,-791.9360224426857
bcACDI;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,462.05347359867926,-784.6842842658818
bcIDWG;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1227.909889411712,-1157.391958981732
bcGJAA;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,438.0498417238298,-853.3356106941934
bcGCWT;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1291.1575924549147,-1165.115623790347
bcGBAR;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,456.86784680987023,-808.2786311930088
bcCCJJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1149.7568343331643,-1080.0154235563302
bcDFLA;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,903.422508865258,-916.7870028555262
bcHWOE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1054.2607643489264,-1004.9983556810236
bcAMMM;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,658.4498637234375,-675.5423778378472
bcDMSK;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1041.371751278301,-988.8940028467832
bcBENX;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1125.5904034618409,-1149.5465348588732
bcBFTE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1200.0983209496824,-1057.7541802783446
bcFBUA;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1184.167991612789,-1127.4747746222142
bcDUQL;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1017.6018517825668,-972.1779633158236
bcFKSC;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1086.9287838392684,-1086.7227592188692
bcGNVE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1285.2082170027547,-1057.4489127822048
bcCBWW;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,441.1690899234837,-814.9923276740108
bcAWPY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1254.1929119758197,-1104.446113284888
bcBDHK;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,467.3638463685466,-751.7833171730243
bcGECS;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,446.11078127816137,-805.484994673497
bcGVWE;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,865.8407365110727,-769.8497772014592
bcGWSR;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,491.3598176168192,-769.2283521171757
bcBXYQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,817.378739734517,-752.5643986870165
bcGDFE;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,973.7284132313486,-953.550314618586
bcCFRJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1153.842605173951,-975.5049902810866
bcHTOT;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,844.799152526272,-768.0172084896326
bcCIHB;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,967.081209603108,-897.3668198111351
bcAZXE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,990.6962049617867,-922.3971589446402
bcIHTG;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1175.02262224611,-1112.1736395707958
bcFTWW;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1196.6615848013707,-1048.7751779184175
bcHMFT;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,433.9082145526136,-881.8706431718381
bcFPZG;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1279.0015823095953,-1128.970386821626
bcHAIL;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1022.362536308424,-968.9908967713708
bcIAJA;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,433.94392988836137,-848.5500162352703
bcFPYL;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1092.1278961347564,-974.5127976961952
bcHJXC;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,465.0559565557597,-778.8644560106828
bcHKJJ;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,984.7546172696748,-958.099373035392
bcHSRI;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1366.2365828999853,-1035.2407693606674
bcAXRK;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,429.5195867619974,-872.7002013629339
bcIAJF;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,879.0924846921959,-784.5575591761818
bcHPJQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1069.1407962504554,-994.023364116593
bcFJVX;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,671.9273986467803,-688.8275213952289
bcBDIM;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,674.8680554028504,-616.8816239921995
bcEBCZ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1112.3261436786877,-1090.0637312726012
bcAYIZ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1286.0977644830314,-1064.5725658349754
bcELIG;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1181.0324269518806,-1124.4286153093449
bcBWJA;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1019.4555873359386,-977.5147717328696
bcBIPH;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,1026.900357448749,-930.5586302277836
bcDIGR;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1225.502149340553,-1127.3350810192674
bcFOYL;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1258.0502887110474,-1179.585582673517
bcEKLH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1232.0947485294869,-1134.0829863286338
bcHNLE;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,803.8508943640493,-940.8706832509558
bcBMZD;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,843.4416482195427,-771.2526816399923
bcCBCL;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,425.3491868811855,-859.4996860409143
bcGLYG;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,914.002759806072,-810.9936066685773
bcAXWY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1017.0009260236988,-975.80207764826
bcGAIZ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1285.5974486423197,-1108.9860955913605
bcFODF;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,440.48208937195625,-809.2415080773328
bcDTBP;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,435.6759984733577,-870.4383116063324
bcGWZU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,954.5067217687848,-861.2337318258445
bcHWBV;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,902.6759503993112,-920.870712461927
bcCRAR;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1190.2777110106636,-1024.4619992545577
bcFOVE;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,876.8167358011278,-774.1811471100874
bcBTLF;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,493.1840277265986,-732.0311436537778
bcBANQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1242.474078507209,-1115.9603772894418
bcEMZU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1047.968312354209,-1019.4585160016718
bcGJPD;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1276.8791849420434,-1160.6072540528382
bcFNTL;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,720.8822295039425,-747.3649468255379
bcCJTQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1238.5838349589728,-1023.7973541288746
bcHITM;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1038.4376406439662,-998.4252118319108
bcHURY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1171.1533982795972,-1113.1263018581772
bcHNOG;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1298.7294046599975,-1140.1782300317586
bcASZX;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1095.8465282164952,-1107.5634529426663
bcCHGZ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1159.3280420909773,-1179.1560154829433
bcDNKI;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1215.8016767011345,-1080.5297854248554
bcGKZX;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,1005.2474733937728,-963.5279475117017
bcFQMZ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1199.0353744909328,-1048.472005674477
bcGRZB;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,680.4640421573232,-688.5281986646922
bcFSXH;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1119.8760823748407,-1101.7864859265796
bcEGMQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1197.2442413626386,-1112.8500700978502
bcBRBT;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1122.1962653594592,-1146.3025567016134
bcAIIQ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1035.707373500901,-984.1138566240124
bcCZGC;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,865.7678013665216,-801.8998798221277
bcCUZZ;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,441.28940031341455,-833.0922561124388
bcASCW;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1236.9121193958113,-1124.9815071012613
bcHKYF;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1152.429095962474,-1055.1463974130068
bcCMAX;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,721.8940923070343,-975.817568547952
bcGWHE;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,443.784186778756,-814.3428140679507
bcIGKM;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,665.8271021454523,-683.4275529701807
bcFPOP;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1269.7061667294474,-1070.8376127305207
bcGLXO;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1316.1325206466663,-1084.025040838833
bcHHXP;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,434.196868812264,-883.6450756018802
bcCUXC;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,980.2854680573728,-953.6443771295012
bcCZAJ;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1017.0810652848752,-978.2573950204428
bcGMVK;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,435.6574924469356,-840.9733571075647
bcHXNH;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,503.8719357325136,-635.0084366498637
bcBONI;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,422.7456157752739,-873.2210035509526
bcHFXE;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1232.5872874126676,-1074.4880064710817
bcFSRD;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,440.7981311874985,-793.6769185777812
bcARSV;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1217.2795265233765,-1068.0664942663525
bcHDVT;h1tl_1,h1tl_1,MoMacDC,DC1,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC1,True,837.6202840518797,-787.970988094379
bcGJYW;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1167.48471048244,-1217.273616020071
bcDRHS;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1006.5170239795788,-957.6248361523936
bcFEQY;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1026.3741459381888,-984.9095815563048
bcFVNA;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,550.9826441766637,-749.2479400238761
bcCEZD;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1052.5665099973046,-1005.8908833435596
bcIHTF;h1tl_1,h1tl_1,MoMacDC,DC3,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC3,True,673.0882113031931,-684.4609782584596
bcFJFW;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1008.01041128674,-973.923476827044
bcFLHA;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1309.3524804224362,-1134.3353406477593
bcHMQV;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1047.2384443587575,-998.2861587881232
bcHRHZ;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,470.46278120540666,-746.3936815578218
bcAFCO;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1138.9001937661628,-1022.0988854091296
bcESRE;h1tl_1,h1tl_1,pDC,pDC,human,h1,tumor,lung,1,p1t1,tpDC,tpDC,True,449.5058649637578,-802.2926725335986
bcEGFX;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1030.0058562730808,-963.8660497271588
bcHCQC;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1186.364953085728,-1104.0485406395346
bcAZFA;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1034.1498593504764,-982.1288808149536
bcHVQR;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1185.45616175053,-1117.3529354305292
bcEOZR;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,1333.8205013867628,-1064.7008270419058
bcEPNT;h1tl_1,h1tl_1,MoMacDC,DC2,human,h1,tumor,lung,1,p1t1,tMoMacDC,tDC2,True,831.463129009299,-934.1673535566308
bcAZZU;h1tl_1,h1tl_1,MoMacDC,MonoDC,human,h1,tumor,lung,1,p1t1,tMoMacDC,tMonoDC,True,774.8202999564313,-691.5005712835845
