,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,x,y
bc0130;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1076.08956297,-19.4183778067
bc0141;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1049.71610644,-37.2659831476
bc0153;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1147.00417253,-39.7630100423
bc0180;m2tl_3,m2tl_3,MoMacDC,DC2,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC2,1012.9664155,-71.89313372939999
bc0185;m2tl_3,m2tl_3,pDC,pDC,mouse,m2,tumor,lung,3,t_2_3,pDC,pDC,1465.02296132,119.821515287
bc0192;m2tl_3,m2tl_3,pDC,pDC,mouse,m2,tumor,lung,3,t_2_3,pDC,pDC,1319.75242454,36.6972317619
bc0199;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,664.640403507,-65.0066385785
bc0206;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1113.22461448,-36.3761390618
bc0212;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,718.0052798789999,-60.2861546341
bc0241;m2tl_3,m2tl_3,pDC,pDC,mouse,m2,tumor,lung,3,t_2_3,pDC,pDC,1484.17662142,123.515923078
bc0243;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1016.60847627,-46.5066543571
bc0284;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1095.10248148,-19.7929702356
bc0286;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,753.740595266,-64.55614396989999
bc0290;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1352.03804899,-116.113198909
bc0298;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,739.5304479719999,-76.5821453727
bc0325;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,709.3595455230001,-49.0655647839
bc0347;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,768.8863869339999,-121.305558291
bc0406;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,752.826776765,-58.7402727404
bc0427;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,662.672160052,526.63137393
bc0470;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,775.309075379,-56.2923326142
bc0496;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1178.25383271,-47.6731913463
bc0674;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,745.869083782,-68.9417010346
bc0681;m2tl_3,m2tl_3,MoMacDC,MonoDC,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,MonoDC,1217.50466902,-53.5477612493
bc0693;m2tl_3,m2tl_3,MoMacDC,DC2,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC2,923.000440688,-60.9227327195
bc0764;m2tl_3,m2tl_3,pDC,pDC,mouse,m2,tumor,lung,3,t_2_3,pDC,pDC,1449.4700871,113.685000996
bc0827;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,700.923341163,-79.8174875941
bc0878;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1070.39156866,-13.2874976311
bc1007;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,964.320186956,73.8221747148
bc1119;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,664.9538948,-72.9997956438
bc1175;m2tl_3,m2tl_3,MoMacDC,DC1,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC1,1056.49861508,-12.7381604943
bc1188;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,1054.28263905,-9.38751106894
bc1191;m2tl_3,m2tl_3,MoMacDC,DC3,mouse,m2,tumor,lung,3,t_2_3,MoMacDC,DC3,693.9376922339999,-46.4537959947
bc0002;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1076.00134902,5.26188720062
bc0006;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,734.0102474930001,-67.2995302402
bc0008;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1042.40928715,-50.2875206248
bc0012;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1085.73377689,-23.718714116
bc0014;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,743.723151968,-63.8554905211
bc0018;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,674.159702973,-63.22582809399999
bc0024;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1236.45120042,-66.7648913975
bc0033;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1061.97662364,94.1276832894
bc0034;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,714.28279684,-72.5099463982
bc0040;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,678.0808556769999,-58.1505188683
bc0044;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1019.76535727,-37.6789416701
bc0059;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,700.090093228,-69.9356597455
bc0078;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,690.69237184,-72.348448933
bc0080;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1052.23820694,-48.6145452505
bc0090;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,728.4479966619999,-76.8179818926
bc0096;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,718.351786423,-58.5825937992
bc0099;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1097.74657359,-48.7652642016
bc0100;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,698.8917017580001,-71.8033454804
bc0106;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,765.402606071,-53.082622235
bc0107;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1083.20637548,-41.4761502699
bc0126;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1216.53055504,20.5707800717
bc0130;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1227.92709515,-74.5203440136
bc0135;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1268.30521238,-80.8299674804
bc0148;m2tl_4,m2tl_4,MoMacDC,DC1,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC1,1093.19567641,-25.6833621234
bc0153;m2tl_4,m2tl_4,MoMacDC,DC1,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC1,1052.78903207,-29.8267611902
bc0154;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,702.323108074,-60.4233913807
bc0157;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,734.07067901,-65.4349062772
bc0174;m2tl_4,m2tl_4,pDC,pDC,mouse,m2,tumor,lung,4,t_2_4,pDC,pDC,1346.91343969,101.732129076
bc0213;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,679.101100827,-66.90294950399999
bc0230;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1090.44149598,-56.3999424555
bc0244;m2tl_4,m2tl_4,MoMacDC,DC1,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC1,1034.54759583,-30.2984153754
bc0330;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,741.7370102460001,-75.4079522952
bc0385;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,703.21024874,-82.01176208060001
bc0480;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,719.196211888,-77.5030269538
bc0488;m2tl_4,m2tl_4,pDC,pDC,mouse,m2,tumor,lung,4,t_2_4,pDC,pDC,1449.52684482,116.665827936
bc0580;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,752.858101068,-50.3199573882
bc0581;m2tl_4,m2tl_4,MoMacDC,DC2,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC2,1037.92990222,-36.9575018319
bc0627;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,679.467697937,-64.3850080759
bc0707;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,723.8336368,-78.11289248189999
bc0719;m2tl_4,m2tl_4,MoMacDC,DC1,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC1,1061.59428627,-23.6467803746
bc0806;m2tl_4,m2tl_4,MoMacDC,MonoDC,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,MonoDC,1196.17553087,-65.2544278744
bc0859;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,703.1412357989999,-56.1453242469
bc0950;m2tl_4,m2tl_4,pDC,pDC,mouse,m2,tumor,lung,4,t_2_4,pDC,pDC,1155.46357923,175.806154296
bc1062;m2tl_4,m2tl_4,MoMacDC,DC3,mouse,m2,tumor,lung,4,t_2_4,MoMacDC,DC3,691.865509387,-56.4776958754
