,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,x,y
bc0112;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,669.959277968,-63.3224901183
bc0120;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,720.652545033,-66.32763970890001
bc0123;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1023.20359334,-61.09734803439999
bc0128;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,675.920559147,-72.6216252077
bc0129;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1029.70451037,-19.5331935479
bc0130;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1077.78682479,-40.8797385885
bc0133;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1049.33390276,-15.545083021500002
bc0150;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,948.741435957,-48.2301205774
bc0155;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,857.025640027,-55.7325125342
bc0158;m1tl_3,m1tl_3,pDC,pDC,mouse,m1,tumor,lung,3,t_1_3,pDC,pDC,1491.62539991,129.573645135
bc0166;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1041.82097131,-31.9151773959
bc0182;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,676.2425027730001,-66.1557282091
bc0190;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1034.21756979,-33.9200181064
bc0199;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,719.74213399,-75.6180026377
bc0212;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,690.030488381,-73.3860052063
bc0218;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,707.30449579,-63.588007182
bc0225;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,666.368696541,-61.0281083447
bc0232;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1027.37381553,-61.3695959017
bc0236;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1046.89029158,-52.3944641519
bc0237;m1tl_3,m1tl_3,MoMacDC,MonoDC,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,MonoDC,1275.37608454,-124.953654965
bc0240;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,702.1242397030001,-58.902225905
bc0256;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,721.2040570360001,-59.9272634971
bc0269;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,671.8123546769999,-61.282314390100005
bc0284;m1tl_3,m1tl_3,pDC,pDC,mouse,m1,tumor,lung,3,t_1_3,pDC,pDC,1496.47511002,131.600659151
bc0298;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1052.76280782,-21.8058026573
bc0309;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,715.8043736410001,-66.4254310762
bc0329;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,679.832823565,-66.2138222543
bc0348;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1065.8459642,-96.2770046004
bc0369;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1028.46869411,-17.5183515984
bc0384;m1tl_3,m1tl_3,MoMacDC,MonoDC,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,MonoDC,1194.32244314,-16.4888017529
bc0407;m1tl_3,m1tl_3,pDC,pDC,mouse,m1,tumor,lung,3,t_1_3,pDC,pDC,1512.5841332,138.073195126
bc0420;m1tl_3,m1tl_3,pDC,pDC,mouse,m1,tumor,lung,3,t_1_3,pDC,pDC,1507.9311271,136.593858028
bc0437;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,737.1557738560001,-67.1249197785
bc0445;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1020.60253363,-22.6608311329
bc0472;m1tl_3,m1tl_3,pDC,pDC,mouse,m1,tumor,lung,3,t_1_3,pDC,pDC,1501.98236783,136.144170853
bc0482;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1045.4996247,-21.7085831264
bc0507;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,713.121767338,-55.2842849472
bc0515;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1031.2596934,-8.70099281019
bc0519;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,699.429479942,-60.9123639684
bc0580;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1021.63557402,-52.0430579273
bc0650;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1041.19019453,-51.085745207
bc0662;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,705.833582803,-69.8919791247
bc0698;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1113.53288168,-143.222433069
bc0745;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1027.30349981,-19.8964629527
bc0747;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1028.10337678,-9.52676001342
bc0811;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,667.474438326,-68.6135072642
bc0838;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1041.74409888,-33.634288665300005
bc0864;m1tl_3,m1tl_3,MoMacDC,MonoDC,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,MonoDC,1322.63094037,-157.917217033
bc0868;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1034.22037317,-26.1553293145
bc0882;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,675.343927522,-55.0633038156
bc0894;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,807.78681467,-52.7105037783
bc0919;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,714.39298741,-68.20016528010001
bc0927;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1052.24895259,-14.2919581425
bc0959;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1044.4576523,-2.3293869807
bc0978;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1023.54806834,12.5793786017
bc0983;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,701.8690840139999,-64.13409675770001
bc0996;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,688.70973784,-63.9540492476
bc1007;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1038.83654826,-43.8185841042
bc1042;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,671.727581275,-65.5465451324
bc1045;m1tl_3,m1tl_3,MoMacDC,MonoDC,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,MonoDC,1251.74665395,-98.6882232327
bc1054;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,700.4665076819999,-58.2650029082
bc1068;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,771.321198146,-66.3150947614
bc1108;m1tl_3,m1tl_3,MoMacDC,DC1,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC1,1060.28994666,-29.9511556049
bc1115;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,683.8187557780001,-63.6411878578
bc1119;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,746.778949535,-79.23102417359999
bc1147;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,734.887634245,-60.1681082346
bc1154;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1124.87250614,-147.92143927799998
bc1157;m1tl_3,m1tl_3,MoMacDC,DC3,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC3,722.6974819630001,-61.7422514669
bc1160;m1tl_3,m1tl_3,MoMacDC,DC2,mouse,m1,tumor,lung,3,t_1_3,MoMacDC,DC2,1030.79203931,-25.004291138600003
bc0002;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1069.39773497,-22.2341362238
bc0007;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1059.06794416,-23.8125071008
bc0023;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,738.9393188339999,-65.6851623378
bc0025;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,676.692504537,-69.68087464119999
bc0029;m1tl_4,m1tl_4,MoMacDC,MonoDC,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,MonoDC,1097.58678479,-43.360612490200005
bc0030;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,723.80607215,-70.9466586859
bc0032;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,738.0445895839999,-59.4217094049
bc0045;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,680.340648969,-62.75809664609999
bc0050;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,711.327890901,-61.8942882729
bc0086;m1tl_4,m1tl_4,pDC,pDC,mouse,m1,tumor,lung,4,t_1_4,pDC,pDC,1434.78064676,101.292868635
bc0093;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1044.07688485,-55.2997231885
bc0094;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,722.128860843,-51.3531355973
bc0108;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1066.04976542,-34.9454746424
bc0110;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,717.693033872,-49.5414666478
bc0120;m1tl_4,m1tl_4,pDC,pDC,mouse,m1,tumor,lung,4,t_1_4,pDC,pDC,1475.29821195,128.239265883
bc0142;m1tl_4,m1tl_4,MoMacDC,MonoDC,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,MonoDC,1364.15695219,-104.829320213
bc0150;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,703.886131231,-75.7687492067
bc0151;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1068.00551633,-30.8595970659
bc0154;m1tl_4,m1tl_4,MoMacDC,MonoDC,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,MonoDC,1100.2459537,-27.36408269
bc0171;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1043.38975473,-20.2375273668
bc0215;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,693.3297225480001,-73.4696078587
bc0264;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,720.067516187,-61.3544832803
bc0270;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,770.646959625,-53.9335216513
bc0339;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,732.588304178,-62.6784724954
bc0380;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,760.2059046910001,-58.4300203341
bc0555;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,682.866695029,-70.3098242763
bc0666;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,778.923539305,-56.543151822
bc0690;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,725.24050612,-71.94152162489999
bc0701;m1tl_4,m1tl_4,pDC,pDC,mouse,m1,tumor,lung,4,t_1_4,pDC,pDC,1485.62733153,134.074396009
bc0726;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1040.31524593,-31.1264784624
bc0782;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1030.28039502,-3.37437730282
bc0809;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,686.243117716,-74.4347295067
bc0846;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1044.31348067,-81.1456550212
bc0872;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,777.734417907,-63.7680671589
bc0880;m1tl_4,m1tl_4,pDC,pDC,mouse,m1,tumor,lung,4,t_1_4,pDC,pDC,1502.21333259,139.305927646
bc0924;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1036.22285344,-20.9376536138
bc0945;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1038.52879768,-13.0390586133
bc1019;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1131.50948245,-181.664879029
bc1036;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,751.8518097269999,-51.1810612545
bc1054;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1040.85549449,-39.6687689088
bc1218;m1tl_4,m1tl_4,MoMacDC,MonoDC,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,MonoDC,1080.73818636,-39.92239484
bc1255;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1064.13362074,-19.744011673
bc1284;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1057.74466265,-4.36654347595
bc1334;m1tl_4,m1tl_4,MoMacDC,DC3,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC3,706.48899159,-57.468733619
bc1343;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1030.6097991,-74.6488164458
bc1350;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1062.78848014,-15.8111421076
bc1372;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1038.04936979,-41.8168198746
bc1387;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,958.140194758,53.319663140500005
bc1389;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1108.55578964,-126.480728371
bc1440;m1tl_4,m1tl_4,MoMacDC,DC2,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC2,1108.72086644,-156.427455593
bc1446;m1tl_4,m1tl_4,pDC,pDC,mouse,m1,tumor,lung,4,t_1_4,pDC,pDC,1502.45363781,131.985120531
bc1448;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,989.63971603,-26.3195136146
bc1546;m1tl_4,m1tl_4,MoMacDC,DC1,mouse,m1,tumor,lung,4,t_1_4,MoMacDC,DC1,1063.27999216,-36.517521702
bc006;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1043.9130961,-60.0845400717
bc010;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1044.39407359,-28.2072365324
bc012;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1038.3871074,-55.7803906872
bc017;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1048.02892165,-25.0684263283
bc018;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,771.719838053,-78.96095841260001
bc021;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1064.07114709,-24.6509689412
bc022;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1060.47261888,-15.860030511400002
bc030;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1027.74232062,-41.8120548112
bc034;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1079.04617778,-24.6459597061
bc060;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1041.51805838,-66.0264675077
bc069;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,841.152215213,-56.384299196
bc071;m1tl_5,m1tl_5,MoMacDC,MonoDC,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,MonoDC,1263.23453217,-142.276466639
bc073;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1046.41260582,-43.8650182561
bc075;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,743.660432777,-58.6288997357
bc091;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,692.96417632,-66.0403331719
bc123;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,700.25643308,-73.6090191009
bc124;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,708.983617722,-52.9464492578
bc138;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,731.233077867,-68.8414115917
bc164;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,676.056789537,-62.0220301791
bc178;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1488.29924299,125.059054056
bc238;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1050.75974392,-50.9682258203
bc243;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1046.6082442,-32.563524528
bc291;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1037.85982422,-23.7936393129
bc297;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,712.1671398269999,-57.7554688321
bc308;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1038.64715194,-37.8678355771
bc315;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,766.2751747110001,-85.740463669
bc318;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1042.15525347,1.6116754478200002
bc347;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,699.119776438,-51.1299072926
bc415;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,959.961622102,-69.5525673344
bc492;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1483.35698973,129.39402048
bc574;m1tl_5,m1tl_5,MoMacDC,MonoDC,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,MonoDC,1119.77111063,-20.0181803713
bc575;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1039.85450743,-8.874637290339999
bc592;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,727.9880841319999,-66.0633720742
bc623;m1tl_5,m1tl_5,MoMacDC,MonoDC,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,MonoDC,1418.6672429000002,-161.934392961
bc640;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1494.1495142,128.453855475
bc758;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,687.7933040460001,-78.9478919972
bc773;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,822.497625971,-70.4438935788
bc774;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1489.08483543,132.568096635
bc783;m1tl_5,m1tl_5,MoMacDC,DC2,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC2,1030.25071872,-28.0991127617
bc830;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,679.6997601219999,-68.7486988112
bc834;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1475.62549787,123.147094179
bc886;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1063.26816348,-10.629517583
bc890;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1500.03618739,130.25155496
bc894;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,711.641077438,-69.2314044472
bc908;m1tl_5,m1tl_5,MoMacDC,MonoDC,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,MonoDC,1178.33330044,-17.4328389255
bc949;m1tl_5,m1tl_5,MoMacDC,DC1,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC1,1258.76226257,-151.999864903
bc966;m1tl_5,m1tl_5,pDC,pDC,mouse,m1,tumor,lung,5,t_1_5,pDC,pDC,1480.08945921,132.482364574
bc975;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,661.029083154,-59.810229677
bc983;m1tl_5,m1tl_5,MoMacDC,DC3,mouse,m1,tumor,lung,5,t_1_5,MoMacDC,DC3,689.7966081039999,-59.9565628016
bc0005;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,783.165450857,-63.957261629
bc0008;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1058.58912624,-40.7395236256
bc0009;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,1066.9770504,-32.2623076445
bc0012;m2tl_1,m2tl_1,MoMacDC,DC1,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC1,1047.2138034,-9.68907089934
bc0016;m2tl_1,m2tl_1,MoMacDC,DC2,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC2,997.116844707,-65.4093201895
bc0018;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,794.5167159439999,-62.8631802576
bc0020;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1092.18923611,-27.6826697064
bc0022;m2tl_1,m2tl_1,MoMacDC,MonoDC,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,MonoDC,1086.02824976,-30.0519759167
bc0027;m2tl_1,m2tl_1,pDC,pDC,mouse,m2,tumor,lung,1,t_2_1,pDC,pDC,1465.50221789,115.61373706
bc0030;m2tl_1,m2tl_1,MoMacDC,DC3,mouse,m2,tumor,lung,1,t_2_1,MoMacDC,DC3,766.3871849039999,-51.0672481651
